id,propositions,nl_sentence,dataset_tl
5729,"['let_go_orange', 'make_contact_with_house']",never let go orange and at any time make contact with house,G(~(let_go_orange))&F(make_contact_with_house)
3564,"['put_in_apple_bucket', 'pass_by_trash_bin']",put in apple bucket until when possible pass by trash bin,put_in_apple_bucketUF(pass_by_trash_bin)
1007,"['go_to_waste_basket', 'get_pear']",repeatedly go to waste basket or when possible get pear,G(F(go_to_waste_basket))|F(get_pear)
1206,"['have_in_orange', 'grab_hold_pear']","when always have in orange , grab hold pear",G(have_in_orange)->grab_hold_pear
1721,"['bring_pear', 'bring_pear']",at any time bring pear or when possible bring pear,F(bring_pear)|F(bring_pear)
1480,"['walk_near_flag', 'get_orange']",at any time walk near flag or when possible get orange,F(walk_near_flag)|F(get_orange)
3058,"['pick_up_apple', 'visit_tree']",whenever pick up apple or visit tree,F(pick_up_apple)|visit_tree
1303,"['go_near_house', 'venture_flag']",when possible go near house and when possible venture flag,F(go_near_house)&F(venture_flag)
1438,"['venture_to_house', 'present_at_flag']",when possible venture to house and at some time present at flag,F(venture_to_house)&F(present_at_flag)
1850,"['snag_orange', 'be_in_houses_vicinity']",whenever snag orange or when possible be in house's vicinity,F(snag_orange)|F(be_in_houses_vicinity)
2231,"['keep_apple', 'visit_trash_bin']",keep apple and at some time visit trash bin,keep_apple&F(visit_trash_bin)
1179,"['get_near_flag', 'come_to_tree']",at any time get near flag and come to tree,F(get_near_flag)&come_to_tree
2047,"['move_to_trashcan', 'migrate_to_tree']",move to trashcan or when possible migrate to tree,move_to_trashcan|F(migrate_to_tree)
5315,"['touch_tree', 'hold_apple']",at any time touch tree or hold apple,F(touch_tree)|hold_apple
1441,"['bring_pear', 'reach_flag']",whenever bring pear or at any time reach flag,F(bring_pear)|F(reach_flag)
3658,"['getting_pear', 'go_by_tree']",whenever getting pear and whenever go by tree,F(getting_pear)&F(go_by_tree)
1872,"['start_going_to_house', 'make_way_waste_basket']",when possible start going to house until when possible make way waste basket,F(start_going_to_house)UF(make_way_waste_basket)
5524,"['approach_flag', 'go_to_bucket']",when possible approach flag or go to bucket,F(approach_flag)|go_to_bucket
4671,"['haul_pear', 'take_pear']",at some time haul pear and take pear,F(haul_pear)&take_pear
1060,"['drop_apple', 'pass_by_trash_bin']",never drop apple or at some time pass by trash bin,G(~(drop_apple))|F(pass_by_trash_bin)
5154,"['gather_apple', 'go_past_flag']",gather apple can infer that at any time go past flag,gather_apple->F(go_past_flag)
1518,"['go_to_bucket', 'obtain_orange']",go to bucket and when possible obtain orange,go_to_bucket&F(obtain_orange)
1243,"['venture_to_house', 'withhold_apple']",when possible venture to house and at any time withhold apple,F(venture_to_house)&F(withhold_apple)
4807,"['travel_to_flag', 'make_your_way_flag']",whenever travel to flag or at some time make your way flag,F(travel_to_flag)|F(make_your_way_flag)
5094,"['put_in_apple_bucket', 'put_in_bucket']",put in apple bucket until put in bucket,put_in_apple_bucketUput_in_bucket
2790,"['stop_by_flag', 'grasp_orange']",stop by flag or grasp orange,stop_by_flag|grasp_orange
1644,"['venture_towards_house', 'present_at_flag']",venture towards house or whenever present at flag,venture_towards_house|F(present_at_flag)
3037,"['let_go_apple', 'get_pear']",never let go apple or at any time get pear,G(~(let_go_apple))|F(get_pear)
1809,"['withhold_apple', 'withhold_apple']",at any time withhold apple or whenever withhold apple,F(withhold_apple)|F(withhold_apple)
3534,"['put_in_bucket', 'pick_up_apple']",put in bucket or when possible pick up apple,put_in_bucket|F(pick_up_apple)
1777,"['get_hold_of_pear', 'travel_house']","when get hold of pear , at some time travel house",get_hold_of_pear->F(travel_house)
1092,"['pick_up_anything', 'go_to_peach']",do not pick up anything or whenever go to peach,~(F(pick_up_anything))|F(go_to_peach)
1889,"['approach_trash_can', 'snag_orange']",approach trash can and at any time snag orange,approach_trash_can&F(snag_orange)
1459,"['venture_to_house', 'reach_flag']",when possible venture to house until at some time reach flag,F(venture_to_house)UF(reach_flag)
2332,"['grasp_apple', 'advance_to_house']",at any time grasp apple and when possible advance to house,F(grasp_apple)&F(advance_to_house)
3131,"['go_to_apple', 'get_close_flag']",when possible go to apple or at some time get close flag,F(go_to_apple)|F(get_close_flag)
3391,"['pick_up_orange', 'visit_waste_basket']",pick up orange and at any time visit waste basket,pick_up_orange&F(visit_waste_basket)
1023,"['grab_flag', 'go_to_apple_trashcan']",at some time grab flag or repeatedly go to apple trashcan,F(grab_flag)|G(F(go_to_apple_trashcan))
1365,"['snag_orange', 'snatch_up_pear']",whenever snag orange or snatch up pear,F(snag_orange)|snatch_up_pear
1347,"['obtain_orange', 'go_to_peach']",at some time obtain orange or at some time go to peach,F(obtain_orange)|F(go_to_peach)
1107,"['go_to_transh_can', 'drop_pear']",at some time go to transh can and drop pear,F(go_to_transh_can)&drop_pear
4894,"['gather_orange', 'visit_flag']",gather orange or at some time visit flag,gather_orange|F(visit_flag)
3539,"['go_to_orange', 'venture_to_waste_basket']",go to orange or when possible venture to waste basket,go_to_orange|F(venture_to_waste_basket)
1428,"['let_go_pear', 'grab_tree']",don't let go pear and repeatedly grab tree,~(let_go_pear)&G(F(grab_tree))
1856,"['move_to_trash_can', 'approach_tree']","if move to trash can , approach tree",move_to_trash_can->approach_tree
5120,"['yield_pear', 'capture_pear']",at any time yield pear or whenever capture pear,F(yield_pear)|F(capture_pear)
1028,"['go_to_home', 'travel_by_tree']",whenever go to home and at any time travel by tree,F(go_to_home)&F(travel_by_tree)
1854,"['venture_towards_house', 'go_by_waste_basket']",venture towards house or whenever go by waste basket,venture_towards_house|F(go_by_waste_basket)
1450,"['gather_orange', 'get_hold_apple']",gather orange or at any time get hold apple,gather_orange|F(get_hold_apple)
4331,"['get_hold_of_pear', 'pick_up_flag']",get hold of pear and pick up flag,get_hold_of_pear&pick_up_flag
5103,"['travel_to_house', 'get_hold_of_pear']",whenever travel to house and get hold of pear,F(travel_to_house)&get_hold_of_pear
1771,"['go_to_trash_bin', 'walk_near_flag']",when possible go to trash bin or at some time walk near flag,F(go_to_trash_bin)|F(walk_near_flag)
1372,"['keep_apple', 'start_going_to_house']",keep apple until when possible start going to house,keep_appleUF(start_going_to_house)
3978,"['drop_orange', 'drop_orange']",never drop orange and never drop orange,G(~(drop_orange))&G(~(drop_orange))
3664,"['journey_by_house', 'walk_to_flag']",whenever journey by house and when possible walk to flag,F(journey_by_house)&F(walk_to_flag)
4248,"['go_past_house', 'take_possession_of_bear']",at some time go past house or when possible take possession of bear,F(go_past_house)|F(take_possession_of_bear)
3374,"['stand_by_tree', 'shift_to_flag']",at any time stand by tree or at some time shift to flag,F(stand_by_tree)|F(shift_to_flag)
2422,"['take_to_trashcan', 'snatch_up_pear']",take to trashcan and snatch up pear,take_to_trashcan&snatch_up_pear
3828,"['hold_orange', 'haul_pear']",hold orange or at some time haul pear,hold_orange|F(haul_pear)
1354,"['get_to_tree', 'reach_house']",get to tree or reach house,get_to_tree|reach_house
1629,"['grab_flag', 'be_in_houses_vicinity']",whenever grab flag or whenever be in house's vicinity,F(grab_flag)|F(be_in_houses_vicinity)
4022,"['pass_by_waste_receptacle', 'pick_up_pear']",at any time pass by waste receptacle and pick up pear,F(pass_by_waste_receptacle)&pick_up_pear
3095,"['let_go_apple', 'visit_waste_basket']",never let go apple or when possible visit waste basket,G(~(let_go_apple))|F(visit_waste_basket)
1572,"['go_to_trash_bin', 'move_forward_trash_can']",at some time go to trash bin or whenever move forward trash can,F(go_to_trash_bin)|F(move_forward_trash_can)
2697,"['show_yourself_near_house', 'travel_by_tree']",at some time show yourself near house or at some time travel by tree,F(show_yourself_near_house)|F(travel_by_tree)
3251,"['show_yourself_near_house', 'pick_up_apple']",when possible show yourself near house and when possible pick up apple,F(show_yourself_near_house)&F(pick_up_apple)
1068,"['let_go_orange', 'have_pear']",do not let go orange or at any time have pear,~(let_go_orange)|F(have_pear)
5525,"['make_contact_with_house', 'get_hold_orange']",at some time make contact with house or at any time get hold orange,F(make_contact_with_house)|F(get_hold_orange)
5769,"['let_go_orange', 'gather_pear']",never let go orange until at some time gather pear,G(~(let_go_orange))UF(gather_pear)
1580,"['get_to_flag', 'go_to_trashcan']",when possible get to flag and at some time go to trashcan,F(get_to_flag)&F(go_to_trashcan)
3363,"['collect_orange', 'travel_to_waste_bin']",when possible collect orange or travel to waste bin,F(collect_orange)|travel_to_waste_bin
4168,"['grasp_orange', 'going_to_flag']",grasp orange can infer that at any time going to flag,grasp_orange->F(going_to_flag)
5112,"['travel_to_house', 'advance_to_house']",when possible travel to house or at some time advance to house,F(travel_to_house)|F(advance_to_house)
1701,"['withhold_apple', 'reach_flag']",whenever withhold apple and at some time reach flag,F(withhold_apple)&F(reach_flag)
4419,"['go_to_bucket', 'reach_tree']",go to bucket and when possible reach tree,go_to_bucket&F(reach_tree)
1175,"['withold_apple', 'reach_tree']",whenever withold apple or at any time reach tree,F(withold_apple)|F(reach_tree)
1555,"['go_to_trashcan', 'venture_flag']",at any time go to trashcan and whenever venture flag,F(go_to_trashcan)&F(venture_flag)
2699,"['visit_flag', 'pick_up_peach']",when possible visit flag means that at some time pick up peach,F(visit_flag)->F(pick_up_peach)
2672,"['go_by_trash_can', 'get_close_tree']",forever go by trash can and at some time get close tree,G(go_by_trash_can)&F(get_close_tree)
4040,"['go_to_trash_can', 'proceed_to_house']",at some time go to trash can or whenever proceed to house,F(go_to_trash_can)|F(proceed_to_house)
2400,"['venture_house', 'procure_pear']",at some time venture house or at some time procure pear,F(venture_house)|F(procure_pear)
2454,"['proceed_to_house', 'going_to_tree']",whenever proceed to house or going to tree,F(proceed_to_house)|going_to_tree
2744,"['show_yourself_near_house', 'pass_by_trash_bin']",at some time show yourself near house or at some time pass by trash bin,F(show_yourself_near_house)|F(pass_by_trash_bin)
1175,"['drop_orange', 'move_to_trashcan']",never drop orange and move to trashcan,G(~(drop_orange))&move_to_trashcan
1042,"['got_to_house', 'let_go_orange']",at any time got to house and do not let go orange,F(got_to_house)&~(let_go_orange)
1635,"['secure_apple', 'reach_flag']",secure apple or at some time reach flag,secure_apple|F(reach_flag)
1381,"['drop_apple', 'venture_to_house']",never drop apple or at any time venture to house,G(~(drop_apple))|F(venture_to_house)
1039,"['present_at_flag', 'secure_apple']",at some time present at flag or secure apple,F(present_at_flag)|secure_apple
1281,"['drop_pear', 'track_towards_tree']",drop pear or when possible track towards tree,drop_pear|F(track_towards_tree)
3112,"['yield_pear', 'make_contact_with_house']",at any time yield pear and when possible make contact with house,F(yield_pear)&F(make_contact_with_house)
2747,"['gather_orange', 'put_in_apple_bucket']",gather orange can infer that put in apple bucket,gather_orange->put_in_apple_bucket
4936,"['grasp_orange', 'move_to_trash_can']",grasp orange until move to trash can,grasp_orangeUmove_to_trash_can
3124,"['contact_flag', 'proceed_to_tree']",whenever contact flag or whenever proceed to tree,F(contact_flag)|F(proceed_to_tree)
1288,"['venture_towards_house', 'present_at_flag']",venture towards house or at some time present at flag,venture_towards_house|F(present_at_flag)
1866,"['venture_towards_house', 'go_by_waste_bin']",venture towards house or go by waste bin,venture_towards_house|go_by_waste_bin
1242,"['pick_up_pear', 'have_apple']",pick up pear or forever have apple,pick_up_pear|G(have_apple)
3116,"['go_near_pear', 'travel_to_trash_can']",at some time go near pear or at any time travel to trash can,F(go_near_pear)|F(travel_to_trash_can)
2484,"['come_to_tree', 'reach_house']",come to tree and reach house,come_to_tree&reach_house
1979,"['secure_apple', 'go_by_waste_basket']",secure apple means that at some time go by waste basket,secure_apple->F(go_by_waste_basket)
3371,"['visit_waste_basket', 'go_by_house']",when possible visit waste basket or when possible go by house,F(visit_waste_basket)|F(go_by_house)
5972,"['grab_orange', 'drop_orange']",whenever grab orange and never drop orange,F(grab_orange)&G(~(drop_orange))
3307,"['visit_house', 'pick_up_peach']",at any time visit house or when possible pick up peach,F(visit_house)|F(pick_up_peach)
1489,"['let_go_apple', 'make_way_for_tree']",never let go apple and at some time make way for tree,G(~(let_go_apple))&F(make_way_for_tree)
3826,"['approach_house', 'get_hold_of_pear']",at some time approach house or get hold of pear,F(approach_house)|get_hold_of_pear
1628,"['secure_apple', 'go_by_waste_basket']",secure apple or whenever go by waste basket,secure_apple|F(go_by_waste_basket)
2249,"['move_near_tree', 'spend_time_at_tree']",at any time move near tree or whenever spend time at tree,F(move_near_tree)|F(spend_time_at_tree)
1486,"['secure_apple', 'bring_pear']",secure apple and whenever bring pear,secure_apple&F(bring_pear)
1548,"['secure_apple', 'reach_flag']",secure apple and at some time reach flag,secure_apple&F(reach_flag)
5633,"['make_your_way_flag', 'visit_house']","when at any time make your way flag , at any time visit house",F(make_your_way_flag)->F(visit_house)
1046,"['have_pear', 'migrate_to_tree']",at any time have pear and at any time migrate to tree,F(have_pear)&F(migrate_to_tree)
2151,"['hold_orange', 'go_to_bucket']",hold orange or go to bucket,hold_orange|go_to_bucket
5837,"['grab_apple', 'visit_flag']",at any time grab apple or at some time visit flag,F(grab_apple)|F(visit_flag)
1471,"['secure_apple', 'venture_to_house']",secure apple or when possible venture to house,secure_apple|F(venture_to_house)
4330,"['drop_apple', 'walk_near_flag']",never drop apple or at any time walk near flag,G(~(drop_apple))|F(walk_near_flag)
1426,"['venture_flag', 'grab_hold_pear']","when when possible venture flag , grab hold pear",F(venture_flag)->grab_hold_pear
5099,"['going_to_tree', 'travel_to_trash_can']","when going to tree , whenever travel to trash can",going_to_tree->F(travel_to_trash_can)
2869,"['travel_to_house', 'let_go_apple']",at some time travel to house or whenever let go apple,F(travel_to_house)|F(let_go_apple)
5632,"['walk_to_flag', 'reach_trash_can']",whenever walk to flag or reach trash can,F(walk_to_flag)|reach_trash_can
1814,"['reach_flag', 'venture_towards_house']",at any time reach flag or venture towards house,F(reach_flag)|venture_towards_house
5867,"['proceed_to_tree', 'walk_to_flag']",at any time proceed to tree and at any time walk to flag,F(proceed_to_tree)&F(walk_to_flag)
3557,"['going_to_house', 'go_to_trash_bin']",when possible going to house or when possible go to trash bin,F(going_to_house)|F(go_to_trash_bin)
4674,"['move_forward_trash_can', 'walk_to_flag']",at any time move forward trash can and at any time walk to flag,F(move_forward_trash_can)&F(walk_to_flag)
5794,"['move_around', 'reach_trash_can']",forever move around and reach trash can,G(move_around)&reach_trash_can
1765,"['go_to_flag', 'collect_pear']",whenever go to flag and collect pear,F(go_to_flag)&collect_pear
4855,"['touch_tree', 'put_in_bucket']",at some time touch tree and put in bucket,F(touch_tree)&put_in_bucket
2220,"['make_way_to_house', 'make_way_for_tree']",repeatedly make way to house or when possible make way for tree,G(F(make_way_to_house))|F(make_way_for_tree)
3869,"['hold_pear', 'scoop_up_apple']",hold pear or when possible scoop up apple,hold_pear|F(scoop_up_apple)
2095,"['hold_onto_orange', 'make_contact_flag']","if always hold onto orange , at some time make contact flag",G(hold_onto_orange)->F(make_contact_flag)
1496,"['venture_to_trash_can', 'make_contact_flag']",venture to trash can until whenever make contact flag,venture_to_trash_canUF(make_contact_flag)
2119,"['stop_by_house', 'have_in_orange']",at some time stop by house or forever have in orange,F(stop_by_house)|G(have_in_orange)
1273,"['go_near_house', 'let_go_orange']",when possible go near house and don't let go orange,F(go_near_house)&~(let_go_orange)
1658,"['venture_towards_house', 'withhold_apple']",venture towards house or when possible withhold apple,venture_towards_house|F(withhold_apple)
4999,"['tax_apple', 'get_to_cup']",whenever tax apple until whenever get to cup,F(tax_apple)UF(get_to_cup)
3790,"['travel_to_trash_can', 'visit_tree']",at any time travel to trash can or visit tree,F(travel_to_trash_can)|visit_tree
3608,"['going_to_house', 'go_to_trash_bin']",when possible going to house and when possible go to trash bin,F(going_to_house)&F(go_to_trash_bin)
1022,"['haul_pear', 'grab_apple']",whenever haul pear and whenever grab apple,F(haul_pear)&F(grab_apple)
5617,"['approach_flag', 'put_in_apple_bucket']",at any time approach flag or put in apple bucket,F(approach_flag)|put_in_apple_bucket
1911,"['go_to_apple_trashcan', 'drop_pear']",repeatedly go to apple trashcan means that drop pear,G(F(go_to_apple_trashcan))->drop_pear
4314,"['move_towards_trash_can', 'be_at_flag']",move towards trash can until when possible be at flag,move_towards_trash_canUF(be_at_flag)
5318,"['make_way_for_tree', 'travel_by_tree']",at some time make way for tree until when possible travel by tree,F(make_way_for_tree)UF(travel_by_tree)
1148,"['drop_orange', 'withdraw_pear']",never drop orange and when possible withdraw pear,G(~(drop_orange))&F(withdraw_pear)
5299,"['make_contact_with_house', 'go_near_pear']",whenever make contact with house or when possible go near pear,F(make_contact_with_house)|F(go_near_pear)
5545,"['grasp_pear', 'gather_apple']",when possible grasp pear and gather apple,F(grasp_pear)&gather_apple
1343,"['venture_towards_house', 'venture_towards_house']",venture towards house or venture towards house,venture_towards_house|venture_towards_house
3840,"['secure_pear', 'scoop_up_apple']",at any time secure pear and at some time scoop up apple,F(secure_pear)&F(scoop_up_apple)
5973,"['collect_orange', 'venture_house']",at some time collect orange or at any time venture house,F(collect_orange)|F(venture_house)
4761,"['get_orange', 'make_contact_with_house']",at some time get orange and at some time make contact with house,F(get_orange)&F(make_contact_with_house)
3832,"['be_at_flag', 'go_to_apple']",at any time be at flag and at any time go to apple,F(be_at_flag)&F(go_to_apple)
1802,"['bring_pear', 'venture_to_house']",when possible bring pear until whenever venture to house,F(bring_pear)UF(venture_to_house)
1613,"['present_at_flag', 'go_by_waste_bin']",whenever present at flag or go by waste bin,F(present_at_flag)|go_by_waste_bin
5692,"['be_at_flag', 'advance_to_house']","if when possible be at flag , at some time advance to house",F(be_at_flag)->F(advance_to_house)
1239,"['be_in_houses_vicinity', 'grab_tree']",at any time be in house's vicinity or repeatedly grab tree,F(be_in_houses_vicinity)|G(F(grab_tree))
1593,"['go_past_house', 'move_to_tree']",whenever go past house or move to tree,F(go_past_house)|move_to_tree
5507,"['go_to_trash_can', 'visit_tree']",whenever go to trash can or visit tree,F(go_to_trash_can)|visit_tree
1670,"['withdraw_pear', 'approach_trash_can']",at any time withdraw pear and approach trash can,F(withdraw_pear)&approach_trash_can
1006,"['go_to_tree', 'collect_apple']",whenever go to tree and at some time collect apple,F(go_to_tree)&F(collect_apple)
3666,"['journey_to_tree', 'put_in_bucket']",when possible journey to tree and put in bucket,F(journey_to_tree)&put_in_bucket
3393,"['walk_near_flag', 'travel_by_tree']",whenever walk near flag and at any time travel by tree,F(walk_near_flag)&F(travel_by_tree)
1095,"['go_to_peach', 'get_hold_of_orange']",at any time go to peach or at any time get hold of orange,F(go_to_peach)|F(get_hold_of_orange)
2403,"['visit_tree', 'walk_to_flag']",visit tree means that when possible walk to flag,visit_tree->F(walk_to_flag)
1420,"['go_by_waste_bin', 'present_at_flag']",go by waste bin or whenever present at flag,go_by_waste_bin|F(present_at_flag)
1271,"['be_in_houses_vicinity', 'drop_pear']",when possible be in house's vicinity or drop pear,F(be_in_houses_vicinity)|drop_pear
4821,"['hold_orange', 'proceed_to_flag']",hold orange or when possible proceed to flag,hold_orange|F(proceed_to_flag)
5631,"['proceed_to_flag', 'drop_orange']",at some time proceed to flag and drop orange,F(proceed_to_flag)&drop_orange
1630,"['procure_orange', 'move_to_house']",when possible procure orange and move to house,F(procure_orange)&move_to_house
5978,"['procure_orange', 'haul_pear']",when possible procure orange and whenever haul pear,F(procure_orange)&F(haul_pear)
3742,"['travel_house', 'drop_orange']",at some time travel house or never drop orange,F(travel_house)|G(~(drop_orange))
2291,"['going_to_house', 'stop_by_trash_can']",at any time going to house and at any time stop by trash can,F(going_to_house)&F(stop_by_trash_can)
4826,"['get_orange', 'make_way_for_tree']",whenever get orange means that at some time make way for tree,F(get_orange)->F(make_way_for_tree)
3455,"['proceed_to_flag', 'procure_orange']",when possible proceed to flag or at any time procure orange,F(proceed_to_flag)|F(procure_orange)
1559,"['let_go_pear', 'get_close_tree']",do not let go pear or whenever get close tree,~(let_go_pear)|F(get_close_tree)
5377,"['tax_apple', 'grasp_orange']",at any time tax apple or grasp orange,F(tax_apple)|grasp_orange
1390,"['stay', 'come_to_tree']",always stay and come to tree,G(stay)&come_to_tree
5129,"['stand_by_tree', 'acquire_orange']",at some time stand by tree or acquire orange,F(stand_by_tree)|acquire_orange
1744,"['venture_to_trash_can', 'go_near_pear']",venture to trash can or when possible go near pear,venture_to_trash_can|F(go_near_pear)
2148,"['gather_apple', 'grasp_apple']",gather apple and whenever grasp apple,gather_apple&F(grasp_apple)
5022,"['let_go_apple', 'travel_to_tree']",never let go apple or travel to tree,G(~(let_go_apple))|travel_to_tree
2405,"['drop_pear', 'keep_apple']",drop pear until keep apple,drop_pearUkeep_apple
5063,"['move', 'obtain_apple']",forever move or whenever obtain apple,G(move)|F(obtain_apple)
1930,"['grab_flag', 'journey_by_flag']",whenever grab flag and at some time journey by flag,F(grab_flag)&F(journey_by_flag)
4319,"['going_to_tree', 'grasp_orange']",going to tree or grasp orange,going_to_tree|grasp_orange
1193,"['get_pear', 'approach_flag']",when possible get pear or at any time approach flag,F(get_pear)|F(approach_flag)
5109,"['get_pear', 'reach_tree']",when possible get pear and at any time reach tree,F(get_pear)&F(reach_tree)
2129,"['be_in_houses_vicinity', 'venture_flag']",at any time be in house's vicinity or when possible venture flag,F(be_in_houses_vicinity)|F(venture_flag)
4955,"['go_past_flag', 'go_by_flag']",when possible go past flag and when possible go by flag,F(go_past_flag)&F(go_by_flag)
1819,"['visit_flag', 'visit_tree']",at some time visit flag or visit tree,F(visit_flag)|visit_tree
1417,"['walk_near_flag', 'get_hold_of_pear']",at some time walk near flag or get hold of pear,F(walk_near_flag)|get_hold_of_pear
4847,"['journey_to_flag', 'take_possession_of_bear']",when possible journey to flag and at some time take possession of bear,F(journey_to_flag)&F(take_possession_of_bear)
1053,"['go_by_waste_basket', 'withhold_apple']","when when possible go by waste basket , whenever withhold apple",F(go_by_waste_basket)->F(withhold_apple)
1301,"['drop_pear', 'reach_house']",drop pear and reach house,drop_pear&reach_house
5526,"['procure_pear', 'be_at_flag']",at some time procure pear or whenever be at flag,F(procure_pear)|F(be_at_flag)
1512,"['have_in_orange', 'visit_trash_bin']",always have in orange or at some time visit trash bin,G(have_in_orange)|F(visit_trash_bin)
1623,"['drop_apple', 'show_yourself_near_house']",never drop apple and at some time show yourself near house,G(~(drop_apple))&F(show_yourself_near_house)
2300,"['take_to_tree', 'move_to_house']",take to tree or move to house,take_to_tree|move_to_house
5037,"['grasp_orange', 'grab_pear']",grasp orange or at some time grab pear,grasp_orange|F(grab_pear)
1221,"['get_hold_orange', 'approach_tree']","when at some time get hold orange , approach tree",F(get_hold_orange)->approach_tree
3755,"['visit_tree', 'hold_apple']",visit tree and hold apple,visit_tree&hold_apple
3465,"['seize_orange', 'come_home']",whenever seize orange or at any time come home,F(seize_orange)|F(come_home)
3675,"['venture_to_waste_basket', 'go_visit_house']",at any time venture to waste basket can infer that at any time go visit house,F(venture_to_waste_basket)->F(go_visit_house)
3676,"['proceed_to_house', 'procure_orange']","if at any time proceed to house , whenever procure orange",F(proceed_to_house)->F(procure_orange)
4235,"['go_to_bucket', 'move_to_tree']",go to bucket or move to tree,go_to_bucket|move_to_tree
5226,"['gather_orange', 'journey_to_flag']",gather orange or when possible journey to flag,gather_orange|F(journey_to_flag)
2032,"['approach_trash_can', 'spend_time_at_tree']",approach trash can or at any time spend time at tree,approach_trash_can|F(spend_time_at_tree)
2248,"['drop_pear', 'move_near_tree']",drop pear and at some time move near tree,drop_pear&F(move_near_tree)
5799,"['withold_apple', 'visit_tree']",when possible withold apple and visit tree,F(withold_apple)&visit_tree
2350,"['have_in_orange', 'be_in_houses_vicinity']",always have in orange or when possible be in house's vicinity,G(have_in_orange)|F(be_in_houses_vicinity)
3939,"['move_towards_trash_can', 'pick_up_flag']",move towards trash can until pick up flag,move_towards_trash_canUpick_up_flag
3713,"['seize_orange', 'take_orange']",whenever seize orange or take orange,F(seize_orange)|take_orange
1240,"['snag_orange', 'go_to_trashcan']",whenever snag orange or when possible go to trashcan,F(snag_orange)|F(go_to_trashcan)
3176,"['walk_near_flag', 'get_hold_orange']",at any time walk near flag or at any time get hold orange,F(walk_near_flag)|F(get_hold_orange)
2211,"['stay', 'drop_pear']",forever stay or drop pear,G(stay)|drop_pear
1689,"['obtain_apple', 'proceed_to_flag']",when possible obtain apple and at any time proceed to flag,F(obtain_apple)&F(proceed_to_flag)
4094,"['obtain_orange', 'make_your_way_flag']",whenever obtain orange or at some time make your way flag,F(obtain_orange)|F(make_your_way_flag)
2017,"['get_hold_of_pear', 'touch_house']",get hold of pear and at any time touch house,get_hold_of_pear&F(touch_house)
2665,"['gather_orange', 'take_apple']",gather orange or take apple,gather_orange|take_apple
4083,"['travel_to_trash_can', 'go_near_flag']",at some time travel to trash can and at any time go near flag,F(travel_to_trash_can)&F(go_near_flag)
4583,"['journey_to_house', 'go_past_house']",at any time journey to house or when possible go past house,F(journey_to_house)|F(go_past_house)
1609,"['hold_on_pear', 'grip_apple']",forever hold on pear or grip apple,G(hold_on_pear)|grip_apple
1673,"['withhold_apple', 'go_by_waste_basket']",at some time withhold apple or at some time go by waste basket,F(withhold_apple)|F(go_by_waste_basket)
4274,"['pass_by_trash_bin', 'take_to_trash_can']",when possible pass by trash bin and take to trash can,F(pass_by_trash_bin)&take_to_trash_can
1274,"['take_to_trashcan', 'venture_flag']",take to trashcan and when possible venture flag,take_to_trashcan&F(venture_flag)
1132,"['move_to_tree', 'go_home']",move to tree and whenever go home,move_to_tree&F(go_home)
2398,"['make_way_waste_basket', 'go_to_orange_bin']",at some time make way waste basket or go to orange bin,F(make_way_waste_basket)|go_to_orange_bin
5486,"['be_at_house', 'get_close_tree']",whenever be at house until at some time get close tree,F(be_at_house)UF(get_close_tree)
1625,"['go_to_home', 'going_to_tree']",whenever go to home and going to tree,F(go_to_home)&going_to_tree
3341,"['visit_waste_basket', 'put_in_apple_bucket']",at any time visit waste basket or put in apple bucket,F(visit_waste_basket)|put_in_apple_bucket
4345,"['get_to_cup', 'capture_orange']",at some time get to cup or capture orange,F(get_to_cup)|capture_orange
3615,"['move_to_house', 'secure_pear']",move to house until at any time secure pear,move_to_houseUF(secure_pear)
1976,"['secure_pear', 'secure_pear']",whenever secure pear or when possible secure pear,F(secure_pear)|F(secure_pear)
4632,"['travel_to_trash_can', 'stop_by_flag']",at any time travel to trash can or stop by flag,F(travel_to_trash_can)|stop_by_flag
4408,"['have_apple', 'proceed_to_flag']",forever have apple can infer that when possible proceed to flag,G(have_apple)->F(proceed_to_flag)
1031,"['grab_tree', 'approach_trash_can']",repeatedly grab tree and approach trash can,G(F(grab_tree))&approach_trash_can
1818,"['drop_pear', 'visit_trash_bin']",drop pear or when possible visit trash bin,drop_pear|F(visit_trash_bin)
4979,"['let_go_orange', 'capture_pear']",never let go orange or at some time capture pear,G(~(let_go_orange))|F(capture_pear)
1896,"['bring_pear', 'bring_pear']",whenever bring pear and at any time bring pear,F(bring_pear)&F(bring_pear)
1900,"['let_go_orange', 'venture_flag']",don't let go orange means that whenever venture flag,~(let_go_orange)->F(venture_flag)
5427,"['venture_house', 'get_pear']",at any time venture house or at any time get pear,F(venture_house)|F(get_pear)
2487,"['travel_to_apple', 'make_to_flag']",travel to apple until at some time make to flag,travel_to_appleUF(make_to_flag)
4969,"['walk_near_flag', 'reach_tree']",whenever walk near flag or when possible reach tree,F(walk_near_flag)|F(reach_tree)
2298,"['go_near_house', 'grab_tree']",when possible go near house or repeatedly grab tree,F(go_near_house)|G(F(grab_tree))
1963,"['secure_apple', 'venture_towards_house']",secure apple or venture towards house,secure_apple|venture_towards_house
4324,"['get_hold_apple', 'go_visit_flag']",at some time get hold apple and go visit flag,F(get_hold_apple)&go_visit_flag
2006,"['move_to_trashcan', 'stop_by_house']","if move to trashcan , whenever stop by house",move_to_trashcan->F(stop_by_house)
