id,propositions,nl_sentence,dataset_tl
24451,"['prop_1', 'prop_2', 'prop_3']","Globally , when ( prop_3 ) , and ( prop_1 ) , then in response finally at a certain time instant in the future before the end of the execution , ( prop_2 ) .",G((prop_3 & prop_1) -> F( G prop_2))
24452,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Globally , in case that ( prop_1 ) , and ( prop_2 ) , then all of the following conditions hold : ( prop_4 ) and ( prop_3 ) .",G((prop_1 & prop_2) -> (prop_4 & prop_3))
24453,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It is always the case that if ( prop_3 ) , or the event that ( prop_2 ) does n't take place , then at the same time ( prop_1 ) , and right away the event that ( prop_4 ) must be observed .",G((prop_3 | prop_2) -> (prop_1 & prop_4))
24454,"['prop_1', 'prop_2']",whenever ( prop_1 ) and whenever ( prop_2 ),F(prop_1 & F prop_2)
24455,"['prop_1', 'prop_2', 'prop_3']",It is always the case that everytime when the event that ( prop_2 ) gets observed and ( prop_1 ) then all of the following conditions hold : the transition action that ( prop_3 ) should be observed at once .,G((prop_2 & prop_1) -> prop_3)
24456,"['prop_1', 'prop_2']",whenever ( prop_1 ) and at any time ( prop_2 ),F(prop_1 & F prop_2)
24457,"['prop_1', 'prop_2']",when possible ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2)
24458,"['prop_1', 'prop_2', 'prop_3']",When the transition action that ( prop_1 ) gets detected then the event that ( prop_3 ) will have to take place promptly or at the same time point ( prop_2 ) .,G(prop_1 -> (prop_3 | prop_2))
24459,"['prop_1', 'prop_2', 'prop_3']","Globally , everytime when ( prop_3 ) , or ( prop_2 ) then ( prop_1 ) .",G((prop_3 | prop_2) -> prop_1)
24460,"['prop_1', 'prop_2']","Globally , whenever the event that ( prop_1 ) occurs , then the following condition is true : ( prop_2 ) .",G(prop_1 -> prop_2)
24461,"['prop_1', 'prop_2']",at some time ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2)
24462,"['prop_1', 'prop_2', 'prop_3']","Globally , whenever the transition action that ( prop_3 ) gets observed , and ( prop_1 ) then the following condition is true : at a certain time instant in the future before the end of the simulation eventually ( prop_2 ) .",G((prop_3 & prop_1) -> F prop_2)
24463,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Globally , everytime when ( prop_1 ) , or ( prop_2 ) then all of the following conditions hold : ( prop_4 ) , or at the same time instant ( prop_3 ) .",G((prop_1 | prop_2) -> (prop_4 | prop_3))
24464,"['prop_1', 'prop_2', 'prop_3']",On condition that ( prop_2 ) then the following condition is true : ( prop_1 ) and promptly ( prop_3 ) .,G(prop_2 -> (prop_1 & prop_3))
24465,"['prop_1', 'prop_2']",never ( prop_1 ) and at some time ( prop_2 ),G(~prop_1 & F prop_2)
24466,"['prop_1', 'prop_2', 'prop_3']","In case that the scenario that ( prop_2 ) is observed then in response the event that ( prop_1 ) ought to get detected without any delay , or ( prop_3 ) .",G(prop_2 -> (prop_1 | prop_3))
24467,"['prop_1', 'prop_2']",at some time ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2)
24468,"['prop_1', 'prop_2', 'prop_3']","During the interval that ( prop_3 ) , or ( prop_2 ) , then the following condition holds : eventually after a certain time point in the future , ( prop_1 ) .",G((prop_3 | prop_2) -> F( G prop_1))
24469,"['prop_1', 'prop_2', 'prop_3']","In the case ( prop_3 ) or ( prop_2 ) , then all of the following conditions hold : instantly ( prop_1 ) .",G((prop_3 | prop_2) -> prop_1)
24470,"['prop_1', 'prop_2']","Globally , whenever ( prop_1 ) then the following condition holds : ( prop_2 ) .",G(prop_1 -> prop_2)
24471,"['prop_1', 'prop_2']",when possible ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
24472,"['prop_1', 'prop_2', 'prop_3']",In the case ( prop_3 ) and ( prop_2 ) then the following condition is true : in no time ( prop_1 ) .,G((prop_3 & prop_2) -> prop_1)
24473,['prop_1'],Guarantee to (prop_1),F prop_1
24474,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when ( prop_3 ) then ( prop_1 ) , and immediately ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2))
24475,"['prop_1', 'prop_2']",( prop_1 ) or ( prop_2 ),(prop_1 | prop_2)
24476,"['prop_1', 'prop_2', 'prop_3']","Globally , everytime when the scenario that ( prop_3 ) is detected or the event that ( prop_1 ) happens then in response for every moment in the future before the execution ends , at a time in the coming 0 time units finally ( prop_2 ) .",G((prop_3 | prop_1) -> G( F prop_2))
24477,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It is always the case that when ( prop_1 ) , or the scenario that ( prop_3 ) happens , then the following condition holds : ( prop_4 ) , or the scenario that ( prop_2 ) shall not be observed .",G((prop_1 | prop_3) -> (prop_4 | prop_2))
24478,"['prop_1', 'prop_2', 'prop_3']","Either while (prop_2), make (prop_3), or make sure (prop_1) eventually .",((prop_2 -> prop_3) | F prop_1)
24479,"['prop_1', 'prop_2', 'prop_3']","If the event that ( prop_2 ) is observed then all of the following conditions are true : ( prop_3 ) , or instantly ( prop_1 ) .",G(prop_2 -> (prop_3 | prop_1))
24480,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that the event that ( prop_1 ) is detected , then the following condition is true : promptly the transition action that ( prop_3 ) shall happen and without any delay the transition action that ( prop_2 ) will never take place .",G(prop_1 -> (prop_3 & prop_2))
24481,"['prop_1', 'prop_2']",whenever ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2)
24482,"['prop_1', 'prop_2']",( prop_1 ) or ( prop_2 ),(prop_1 | prop_2)
24483,"['prop_1', 'prop_2', 'prop_3']","(prop_2) doesn't happen, and either (prop_1) or (prop_3) happens .",(~prop_2 & (prop_1 | prop_3))
24484,"['prop_1', 'prop_2']",( prop_1 ) or when possible ( prop_2 ),(prop_1 | F prop_2)
24485,"['prop_1', 'prop_2']","It is always the case that while ( prop_1 ) , then all of the following conditions hold : ( prop_2 ) .",G(prop_1 -> prop_2)
24486,"['prop_1', 'prop_2', 'prop_3']","It is always the case that while ( prop_1 ) , and the scenario that ( prop_2 ) is n't observed then ( prop_3 ) .",G((prop_1 & prop_2) -> G prop_3)
24487,"['prop_1', 'prop_2', 'prop_3']","Globally , when ( prop_3 ) or ( prop_1 ) , then in response simultaneously ( prop_2 ) .",G((prop_3 | prop_1) -> prop_2)
24488,"['prop_1', 'prop_2', 'prop_3']","If (prop_2) doesn't happen, then do (prop_3) and (prop_1) .",(~prop_2 -> (prop_3 & prop_1))
24489,"['prop_1', 'prop_2', 'prop_3']","Globally , if the event that ( prop_1 ) is detected , then the following condition holds : the scenario that ( prop_3 ) must simultaneously take place and promptly ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
24490,"['prop_1', 'prop_2', 'prop_3']","It is always the case that if the transition action that ( prop_3 ) takes place then in response the transition action that ( prop_2 ) will have to take place starting without any delay , or ( prop_1 ) .",G(prop_3 -> (prop_2 | prop_1))
24491,"['prop_1', 'prop_2']",( prop_1 ) and never ( prop_2 ),(prop_1 & G(~prop_2))
24492,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when ( prop_3 ) and ( prop_1 ) , then the following condition is true : promptly the transition action that ( prop_2 ) ought to get observed .",G((prop_3 & prop_1) -> prop_2)
24493,"['prop_1', 'prop_2', 'prop_3']","It is always the case that while ( prop_1 ) , and ( prop_3 ) then all of the following conditions hold : simultaneously ( prop_2 ) .",G((prop_1 & prop_3) -> prop_2)
24494,"['prop_1', 'prop_2', 'prop_3']","Globally , when the transition action that ( prop_3 ) is observed , then ( prop_1 ) , and promptly ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2))
24495,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when ( prop_2 ) , and the event that ( prop_3 ) occurs then the following condition holds : at the same time ( prop_1 ) .",G((prop_2 & prop_3) -> prop_1)
24496,"['prop_1', 'prop_2']",( prop_1 ) and at some time ( prop_2 ),(prop_1 & F prop_2)
24497,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","If at some point ( prop_1 ) then ( prop_4 ) happens and this scenario will hold until ( prop_2 ) is detected , or else ( prop_3 ) .",(((prop_1 -> prop_4) U prop_2) | prop_3)
24498,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that the event that ( prop_1 ) is observed then the following condition is true : ( prop_3 ) and at the same moment ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
24499,"['prop_1', 'prop_2', 'prop_3']",It is always the case that whenever ( prop_2 ) or ( prop_1 ) then all of the following conditions hold : at the same time ( prop_3 ) .,G((prop_2 | prop_1) -> prop_3)
24500,"['prop_1', 'prop_2']",whenever ( prop_1 ) and at some time ( prop_2 ),F(prop_1 & F prop_2)
24501,"['prop_1', 'prop_2']",at any time ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2)
24502,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Globally , everytime when ( prop_3 ) , and ( prop_4 ) then in response the transition action that ( prop_1 ) will eventually not happen at a certain time instant in the future before the end of the execution , and till then ( prop_2 ) .",G((prop_3 & prop_4) -> (prop_1 U prop_2))
24503,"['prop_1', 'prop_2']",whenever ( prop_1 ) or at any time ( prop_2 ),F(prop_1 | F prop_2)
24504,"['prop_1', 'prop_2']",at some time ( prop_1 ) means that ( prop_2 ),( F prop_1 -> prop_2)
24505,"['prop_1', 'prop_2']",at any time ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
24506,"['prop_1', 'prop_2']",when possible ( prop_1 ) or never ( prop_2 ),F(prop_1 | G(~prop_2))
24507,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It is always the case that if ( prop_1 ) , and ( prop_3 ) , then the following condition holds : instantly ( prop_2 ) , and starting without any delay ( prop_4 ) .",G((prop_1 & prop_3) -> (prop_2 & prop_4))
24508,"['prop_1', 'prop_2', 'prop_3']","As soon as the transition action that ( prop_2 ) does not get observed , then all of the following conditions hold : at the same time point ( prop_1 ) and right away ( prop_3 ) .",G(prop_2 -> (prop_1 & prop_3))
24509,"['prop_1', 'prop_2', 'prop_3']","In the case ( prop_2 ) and ( prop_3 ) , then the condition that consistently ( prop_1 ) is n't true .",G((prop_2 & prop_3) -> ~( G prop_1))
24510,"['prop_1', 'prop_2']",at some time ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2)
24511,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It is always the case that if ( prop_3 ) , or the event that ( prop_4 ) does n't take place , then at the same time ( prop_2 ) , and right away the event that ( prop_1 ) must be observed .",G((prop_3 | prop_4) -> (prop_2 & prop_1))
24512,"['prop_1', 'prop_2', 'prop_3']","Globally , during the interval that ( prop_2 ) , or ( prop_1 ) , then all of the following conditions are true : promptly ( prop_3 ) .",G((prop_2 | prop_1) -> prop_3)
24513,"['prop_1', 'prop_2', 'prop_3']","It is always the case that everytime when the scenario that ( prop_2 ) takes place , then in response in no time ( prop_1 ) and ( prop_3 ) .",G(prop_2 -> (prop_1 & prop_3))
24514,"['prop_1', 'prop_2']","when whenever ( prop_1 ) , ( prop_2 )",( F prop_1 -> prop_2)
24515,"['prop_1', 'prop_2', 'prop_3']","Globally , whenever ( prop_1 ) or ( prop_3 ) , then all of the following conditions are true : ( prop_2 ) .",G((prop_1 | prop_3) -> G prop_2)
24516,"['prop_1', 'prop_2']","Globally , during the interval that ( prop_1 ) , then in response immediately ( prop_2 ) .",G(prop_1 -> prop_2)
24517,"['prop_1', 'prop_2', 'prop_3']","In the case the event that ( prop_1 ) occurs then all of the following conditions hold : simultaneously the scenario that ( prop_2 ) shall never occur , and simultaneously ( prop_3 ) .",G(prop_1 -> (prop_2 & prop_3))
24518,"['prop_1', 'prop_2', 'prop_3']","In the case the event that ( prop_2 ) is observed , and ( prop_3 ) then all of the following conditions hold : there ought to exist sometime in the future before the end of the execution , at which ( prop_1 ) .",G((prop_2 & prop_3) -> F prop_1)
24519,"['prop_1', 'prop_2', 'prop_3']","Globally , everytime when the event that ( prop_3 ) gets observed , then the following condition is true : ( prop_2 ) or ( prop_1 ) .",G(prop_3 -> (prop_2 | prop_1))
24520,"['prop_1', 'prop_2']",( prop_1 ) means that whenever ( prop_2 ),(prop_1 -> F prop_2)
24521,"['prop_1', 'prop_2', 'prop_3']","In the case ( prop_3 ) , then all of the following conditions hold : the event that ( prop_1 ) will have to get observed at the same moment , and the scenario that ( prop_2 ) must n't occur .",G(prop_3 -> (prop_1 & prop_2))
24522,"['prop_1', 'prop_2', 'prop_3']","Globally , when the event that ( prop_2 ) gets observed then all of the following conditions are true : right away the event that ( prop_1 ) will not take place , and the event that ( prop_3 ) has to get detected starting without any delay .",G(prop_2 -> (prop_1 & prop_3))
24523,"['prop_1', 'prop_2']",repeatedly ( prop_1 ) and at any time ( prop_2 ),G( F prop_1 & F prop_2)
24524,"['prop_1', 'prop_2']",at any time ( prop_1 ) until whenever ( prop_2 ),F(prop_1 U F prop_2)
24525,"['prop_1', 'prop_2', 'prop_3']","Either (prop_2) and (prop_3) should happen at the same time, or else make sure (prop_1) happens in the end .",((prop_2 & prop_3) | F prop_1)
24526,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","If (prop_2), then (prop_4), and if (prop_3), then (prop_1) .",((prop_2 -> prop_4) & (prop_3 -> prop_1))
24527,"['prop_1', 'prop_2', 'prop_3']","In the case the scenario that ( prop_2 ) is detected and ( prop_3 ) , then all of the following conditions hold : at the same time ( prop_1 ) .",G((prop_2 & prop_3) -> prop_1)
24528,"['prop_1', 'prop_2']","(prop_1), then (prop_2).",prop_1 U prop_2)
24529,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Globally , whenever ( prop_1 ) , and the scenario that ( prop_3 ) is n't observed , then the following condition holds : the event that ( prop_2 ) gets observed starting without any delay or ( prop_4 ) .",G((prop_1 & prop_3) -> (prop_2 | prop_4))
24530,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","If ( prop_3 ) happens and continues to happen until ( prop_1 ) or else ( prop_2 ) , or else ( prop_4 ) .",(((prop_3 U prop_1) | prop_2) | prop_4)
24531,"['prop_1', 'prop_2', 'prop_3']","When ( prop_3 ) , and ( prop_1 ) , then all of the following conditions hold : ( prop_2 ) .",G((prop_3 & prop_1) -> prop_2)
24532,"['prop_1', 'prop_2']",( prop_1 ) and ( prop_2 ),(prop_1 & prop_2)
24533,"['prop_1', 'prop_2']",( prop_1 ) or ( prop_2 ),(prop_1 | prop_2)
24534,"['prop_1', 'prop_2', 'prop_3']","The scenarios that ( prop_2 ) and ( prop_1 ) should be detected at the same time , until ( prop_3 ) .",((prop_2 & prop_1) U prop_3)
24535,"['prop_1', 'prop_2']",at some time ( prop_1 ) or at any time ( prop_2 ),F(prop_1 | F prop_2)
24536,"['prop_1', 'prop_2']",at some time ( prop_1 ) or when possible ( prop_2 ),F(prop_1 | F prop_2)
24537,"['prop_1', 'prop_2', 'prop_3']","It is always the case that whenever ( prop_2 ) , and ( prop_3 ) , then all of the following conditions hold : ( prop_1 ) .",G((prop_2 & prop_3) -> prop_1)
24538,"['prop_1', 'prop_2', 'prop_3']","In the case the event that ( prop_1 ) occurs then all of the following conditions hold : simultaneously the scenario that ( prop_3 ) shall never occur , and simultaneously ( prop_2 ) .",G(prop_1 -> (prop_3 & prop_2))
24539,"['prop_1', 'prop_2']","As soon as the scenario that ( prop_1 ) gets observed , then the following condition holds : ( prop_2 ) .",G(prop_1 -> prop_2)
24540,"['prop_1', 'prop_2']",at any time ( prop_1 ) and at any time ( prop_2 ),F(prop_1 & F prop_2)
24541,"['prop_1', 'prop_2', 'prop_3']","Globally , in case ( prop_3 ) , then the following condition is true : ( prop_2 ) , or ( prop_1 ) .",G(prop_3 -> (prop_2 | prop_1))
24542,"['prop_1', 'prop_2']",whenever ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2)
24543,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when the event that ( prop_3 ) takes place , or ( prop_1 ) , then in response ( prop_2 ) .",G((prop_3 | prop_1) -> prop_2)
24544,"['prop_1', 'prop_2', 'prop_3']","If the event ( prop_2 ) is detected, then ( prop_1 ) should happen, or the transition action ( prop_3 ) will be detected immediately.",G(prop_2 -> (prop_1 | prop_3))
24545,"['prop_1', 'prop_2']",( prop_1 ) or ( prop_2 ),(prop_1 | prop_2)
24546,"['prop_1', 'prop_2', 'prop_3']","It is always the case that while ( prop_3 ) , and ( prop_2 ) then all of the following conditions hold : at the same time point ( prop_1 ) .",G((prop_3 & prop_2) -> prop_1)
24547,"['prop_1', 'prop_2']",never ( prop_1 ) or at any time ( prop_2 ),G(~prop_1 | F prop_2)
24548,"['prop_1', 'prop_2', 'prop_3']","Whenever the transition action that ( prop_3 ) occurs , then right away ( prop_2 ) , or ( prop_1 ) .",G(prop_3 -> (prop_2 | prop_1))
24549,"['prop_1', 'prop_2', 'prop_3']",It is always the case that whenever ( prop_3 ) then the following condition holds : the event that ( prop_2 ) must immediately take place and ( prop_1 ) .,G(prop_3 -> (prop_2 & prop_1))
24550,"['prop_1', 'prop_2', 'prop_3']","Everytime when ( prop_1 ) , and ( prop_3 ) , then all of the following conditions are true : at the same moment ( prop_2 ) .",G((prop_1 & prop_3) -> prop_2)
24551,"['prop_1', 'prop_2', 'prop_3']",It is always the case that if ( prop_1 ) then all of the following conditions are true : ( prop_2 ) and right away ( prop_3 ) .,G(prop_1 -> (prop_2 & prop_3))
24552,"['prop_1', 'prop_2']","Globally , in case that ( prop_1 ) then all of the following conditions hold : ( prop_2 ) .",G(prop_1 -> prop_2)
24553,"['prop_1', 'prop_2']",at any time ( prop_1 ) and at some time ( prop_2 ),F(prop_1 & F prop_2)
24554,"['prop_1', 'prop_2', 'prop_3']","Globally , while ( prop_2 ) and ( prop_1 ) then the following condition is true : at once ( prop_3 ) .",G((prop_2 & prop_1) -> prop_3)
24555,"['prop_1', 'prop_2']","It is always the case that whenever the event that ( prop_1 ) gets observed , then the following condition holds : at the same moment ( prop_2 ) .",G(prop_1 -> prop_2)
24556,"['prop_1', 'prop_2', 'prop_3']","During the interval that ( prop_2 ) , or ( prop_3 ) then the following condition holds : ( prop_1 ) .",G((prop_2 | prop_3) -> prop_1)
24557,"['prop_1', 'prop_2', 'prop_3']","It is always the case that whenever ( prop_1 ) , or ( prop_3 ) , then the following condition is true : ( prop_2 ) .",G((prop_1 | prop_3) -> prop_2)
24558,"['prop_1', 'prop_2', 'prop_3']","Globally , during the interval that ( prop_3 ) and ( prop_2 ) , then the following condition is true : at a time in the future before the end of the simulation , ( prop_1 ) then consistently this condition will be continuing for each moment within the next 55 to 74 time units .",G((prop_3 & prop_2) -> F( G prop_1))
24559,"['prop_1', 'prop_2']",( prop_1 ) and at any time ( prop_2 ),(prop_1 & F prop_2)
24560,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that ( prop_1 ) and ( prop_2 ) , then the following condition holds : for each moment in the future until the end of the execution at a certain time instant after between 63 to 67 time units , ( prop_3 ) .",G((prop_1 & prop_2) -> G( F prop_3))
24561,"['prop_1', 'prop_2']",( prop_1 ) means that ( prop_2 ),(prop_1 -> prop_2)
24562,"['prop_1', 'prop_2', 'prop_3']","It is always the case that when ( prop_3 ) then all of the following conditions are true : ( prop_2 ) , and at the same time ( prop_1 ) .",G(prop_3 -> (prop_2 & prop_1))
24563,"['prop_1', 'prop_2']",when possible ( prop_1 ) until at some time ( prop_2 ),F(prop_1 U F prop_2)
24564,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Whenever ( prop_3 ) , and ( prop_2 ) then in response ( prop_1 ) , and simultaneously the scenario that ( prop_4 ) has to get detected .",G((prop_3 & prop_2) -> (prop_1 & prop_4))
24565,"['prop_1', 'prop_2', 'prop_3']","In case that ( prop_1 ) then the following condition is true : ( prop_2 ) , and ( prop_3 ) .",G(prop_1 -> (prop_2 & prop_3))
24566,"['prop_1', 'prop_2']",at some time ( prop_1 ) and ( prop_2 ),F(prop_1 & prop_2)
24567,"['prop_1', 'prop_2', 'prop_3']","On condition that ( prop_3 ) , and ( prop_2 ) , then all of the following conditions are true : ultimately there has to exist a certain time point in the future before the end of the execution , at which ( prop_1 ) .",G((prop_3 & prop_2) -> F prop_1)
24568,"['prop_1', 'prop_2']","when when possible ( prop_1 ) , ( prop_2 )",( F prop_1 -> prop_2)
24569,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Whenever ( prop_2 ) , and ( prop_3 ) , then immediately ( prop_1 ) , or ( prop_4 ) .",G((prop_2 & prop_3) -> (prop_1 | prop_4))
24570,"['prop_1', 'prop_2', 'prop_3']","If the scenario ( prop_2 ) occurs, then the following condition is true: ( prop_3 ) and ( prop_1 ) .",G(prop_2 -> (prop_3 & prop_1))
24571,"['prop_1', 'prop_2', 'prop_3']",It is always the case that when the scenario that ( prop_3 ) gets detected then in response ( prop_1 ) and simultaneously ( prop_2 ) .,G(prop_3 -> (prop_1 & prop_2))
24572,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It is always the case that when ( prop_4 ) , or ( prop_1 ) then in response right away ( prop_3 ) or at the same time point ( prop_2 ) .",G((prop_4 | prop_1) -> (prop_3 | prop_2))
24573,"['prop_1', 'prop_2']","when at some time ( prop_1 ) , ( prop_2 )",( F prop_1 -> prop_2)
24574,"['prop_1', 'prop_2', 'prop_3']","Globally , if ( prop_2 ) then ( prop_1 ) and ( prop_3 ) .",G(prop_2 -> (prop_1 & prop_3))
24575,"['prop_1', 'prop_2', 'prop_3']","Everytime when ( prop_3 ) and ( prop_2 ) , then in response the subsequent condition should not be true : finally there will be a time in the next 6 to 31 time units , at which the scenario that ( prop_1 ) does n't get observed .",G((prop_3 & prop_2) -> ~( F prop_1))
24576,"['prop_1', 'prop_2']",whenever ( prop_1 ) or at some time ( prop_2 ),F(prop_1 | F prop_2)
24577,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that the event that ( prop_1 ) occurs then all of the following conditions hold : at the same time instant ( prop_3 ) and at the same time the transition action that ( prop_2 ) takes place .",G(prop_1 -> (prop_3 & prop_2))
24578,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that ( prop_2 ) , or ( prop_3 ) , then the following condition holds : ( prop_1 ) .",G((prop_2 | prop_3) -> prop_1)
24579,"['prop_1', 'prop_2', 'prop_3']","Globally , when the transition action that ( prop_2 ) is observed , then the following condition holds : ( prop_3 ) and ( prop_1 ) .",G(prop_2 -> (prop_3 & prop_1))
24580,"['prop_1', 'prop_2']",( prop_1 ) or at some time ( prop_2 ),(prop_1 | F prop_2)
24581,"['prop_1', 'prop_2']","In the case ( prop_1 ) , then the following condition is true : ( prop_2 ) .",G(prop_1 -> prop_2)
24582,"['prop_1', 'prop_2', 'prop_3']","It is always the case that in case that the scenario that ( prop_2 ) is n't detected , and ( prop_1 ) then the following condition holds : ( prop_3 ) .",G((prop_2 & prop_1) -> prop_3)
24583,"['prop_1', 'prop_2', 'prop_3']","As soon as ( prop_3 ) or ( prop_2 ) then the following condition holds : for each moment in the future until the simulation ends , there needs to exist sometime in the next 30 to 44 time units , at which ( prop_1 ) .",G((prop_3 | prop_2) -> G( F prop_1))
24584,"['prop_1', 'prop_2']",never ( prop_1 ) or at some time ( prop_2 ),G(~prop_1 | F prop_2)
24585,"['prop_1', 'prop_2', 'prop_3']","Globally , if ( prop_3 ) and the event that ( prop_1 ) gets observed then all of the following conditions hold : at a certain time point in the future before the end of the execution , ( prop_2 ) .",G((prop_3 & prop_1) -> F( G prop_2))
24586,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that the scenario that ( prop_2 ) happens and ( prop_1 ) , then all of the following conditions are true : ( prop_3 ) .",G((prop_2 & prop_1) -> prop_3)
24587,"['prop_1', 'prop_2']",( prop_1 ) or whenever ( prop_2 ),(prop_1 | F prop_2)
24588,"['prop_1', 'prop_2', 'prop_3']","In the case ( prop_2 ) , then in response ( prop_1 ) , and at the same time instant ( prop_3 ) .",G(prop_2 -> (prop_1 & prop_3))
24589,"['prop_1', 'prop_2', 'prop_3']",As soon as the scenario that ( prop_3 ) is observed then all of the following conditions hold : the scenario that ( prop_1 ) has to take place and in no time ( prop_2 ) .,G(prop_3 -> (prop_1 & prop_2))
24590,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","In the case ( prop_1 ) , or ( prop_2 ) then all of the following conditions are true : at the same moment ( prop_4 ) , and the transition action that ( prop_3 ) will have to happen at the same time point .",G((prop_1 | prop_2) -> (prop_4 & prop_3))
24591,"['prop_1', 'prop_2', 'prop_3']","On condition that the event that ( prop_1 ) does not happen and ( prop_3 ) , then all of the following conditions hold : ( prop_2 ) .",G((prop_1 & prop_3) -> prop_2)
24592,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","Globally , everytime when ( prop_4 ) , or ( prop_1 ) then all of the following conditions hold : ( prop_2 ) , or at the same time instant ( prop_3 ) .",G((prop_4 | prop_1) -> (prop_2 | prop_3))
24593,"['prop_1', 'prop_2', 'prop_3']","If (prop_1), then (prop_3), or else not (prop_2) .",((prop_1 -> prop_3) | ~prop_2)
24594,"['prop_1', 'prop_2', 'prop_3']","If the transition action that ( prop_1 ) gets detected and ( prop_2 ) , then in response for every time point in the future until the end of the simulation , at sometime during the coming 4 to 62 time units , ultimately the transition action that ( prop_3 ) is detected .",G((prop_1 & prop_2) -> G( F prop_3))
24595,"['prop_1', 'prop_2']","Everytime when the scenario that ( prop_1 ) happens , then all of the following conditions hold : ( prop_2 ) .",G(prop_1 -> prop_2)
24596,"['prop_1', 'prop_2']",at some time ( prop_1 ) or ( prop_2 ),F(prop_1 | prop_2)
24597,"['prop_1', 'prop_2', 'prop_3']","If the scenario that ( prop_2 ) is detected , and ( prop_3 ) , then all of the following conditions hold : at the same moment ( prop_1 ) .",G((prop_2 & prop_3) -> prop_1)
24598,"['prop_1', 'prop_2', 'prop_3']",In the event that ( prop_1 ) and ( prop_3 ) then all of the following conditions are true : at the same moment ( prop_2 ) .,G((prop_1 & prop_3) -> prop_2)
24599,"['prop_1', 'prop_2', 'prop_3']","Globally , in case that ( prop_3 ) and the event that ( prop_2 ) gets observed then all of the following conditions hold : for every moment in the future till the simulation ends ultimately at a certain moment in the future before the execution ends ( prop_1 ) .",G((prop_3 & prop_2) -> G( F prop_1))
24600,"['prop_1', 'prop_2', 'prop_3']","Whenever the scenario ( prop_2 ) occurs, the condition ( prop_1 ) or ( prop_3 ) will be true.",G(prop_2 -> (prop_1 | prop_3))
24601,"['prop_1', 'prop_2']",It is always the case that everytime when the scenario that ( prop_1 ) is detected then the following condition is true : ( prop_2 ) .,G(prop_1 -> prop_2)
24602,"['prop_1', 'prop_2', 'prop_3']","On condition that ( prop_2 ) , and ( prop_3 ) , then for each time point in the future till the execution ends , at a certain time instant in the future , the transition action that ( prop_1 ) needs to ultimately take place .",G((prop_2 & prop_3) -> G( F prop_1))
24603,"['prop_1', 'prop_2', 'prop_3']",In the event that ( prop_2 ) and ( prop_3 ) then in response right away ( prop_1 ) .,G((prop_2 & prop_3) -> prop_1)
24604,"['prop_1', 'prop_2', 'prop_3']","As soon as the event that ( prop_3 ) is detected then all of the following conditions are true : in no time ( prop_1 ) , and at the same time point ( prop_2 ) .",G(prop_3 -> (prop_1 & prop_2))
24605,"['prop_1', 'prop_2', 'prop_3', 'prop_4']","It is always the case that if the transition action that ( prop_3 ) does not get observed , and the scenario that ( prop_4 ) is observed then the following condition holds : starting without any delay the event that ( prop_1 ) should never take place and ( prop_2 ) .",G((prop_3 & prop_4) -> (prop_1 & prop_2))
24606,"['prop_1', 'prop_2', 'prop_3']","( prop_1 ) and ( prop_3 ) should happen at the same time , and in the same time ( prop_2 ) does not happen .",((prop_1 & prop_3) & ~prop_2)
